cell_type,hemibrain_type,morphology_group,hemilineage,region,in_fafb,in_hemibrain,in_banc,in_l1
IN14A123,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A096,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A078,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A017,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A086,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A102,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A112,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A113,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A116,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A115,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A075,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A103,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A035,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A071,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A101,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A081,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A047,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A039,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A065,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A014,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A022,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A034,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A031,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A054,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A063,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A088,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A059,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A085,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A105,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A079,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A061,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A094,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A091,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A118,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A107,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A117,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A070,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A007,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A099,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A043,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A029,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A027,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A041,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A055,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A046,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A069,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A092,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A089,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A020,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A025,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A012,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A122,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A042,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A080,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A030,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A023,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A044,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
AN14A003,NA,NA,14A,neck_connective,TRUE,FALSE,TRUE,FALSE
IN14A006,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A093,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A066,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
IN14A016,NA,NA,14A,vnc,TRUE,FALSE,TRUE,FALSE
AN_GNG_157,NA,NA,14B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_55,NA,NA,14B,neck_connective,TRUE,FALSE,TRUE,FALSE
IN14B007,NA,NA,14B,vnc,TRUE,FALSE,TRUE,FALSE
IN14B006,NA,NA,14B,vnc,TRUE,FALSE,TRUE,FALSE
IN14B012,NA,NA,14B,vnc,TRUE,FALSE,TRUE,FALSE
AN14B012,NA,NA,14B,neck_connective,TRUE,FALSE,TRUE,FALSE
IN14B014,NA,NA,14B,vnc,TRUE,FALSE,TRUE,FALSE
IN14B004,NA,NA,14B,vnc,TRUE,FALSE,TRUE,FALSE
IN14B005,NA,NA,14B,vnc,TRUE,FALSE,TRUE,FALSE
IN14B009,NA,NA,14B,vnc,TRUE,FALSE,TRUE,FALSE
IN14B003,NA,NA,14B,vnc,TRUE,FALSE,TRUE,FALSE
IN14B010,NA,NA,14B,vnc,TRUE,FALSE,TRUE,FALSE
IN14B008,NA,NA,14B,vnc,TRUE,FALSE,TRUE,FALSE
IN14B013,NA,NA,14B,vnc,TRUE,FALSE,TRUE,FALSE
IN14B011,NA,NA,14B,vnc,TRUE,FALSE,TRUE,FALSE
IN14B002,NA,NA,14B,vnc,TRUE,FALSE,TRUE,FALSE
IN14B001,NA,NA,14B,vnc,TRUE,FALSE,TRUE,FALSE
Ti flexor MN,NA,NA,15B,vnc,TRUE,FALSE,TRUE,FALSE
Acc. ti flexor MN,NA,NA,15B,vnc,TRUE,FALSE,TRUE,FALSE
MNhl68,NA,NA,15B,vnc,TRUE,FALSE,TRUE,FALSE
ltm2-femur MN,NA,NA,15B,vnc,TRUE,FALSE,TRUE,FALSE
ltm MN,NA,NA,15B,vnc,TRUE,FALSE,TRUE,FALSE
MNhl65,NA,NA,15B,vnc,TRUE,FALSE,TRUE,FALSE
MNhl63,NA,NA,15B,vnc,TRUE,FALSE,TRUE,FALSE
MNhl73,NA,NA,15B,vnc,TRUE,FALSE,TRUE,FALSE
Ta depressor MN,NA,NA,15B,vnc,TRUE,FALSE,TRUE,FALSE
Ta levator MN,NA,NA,15B,vnc,TRUE,FALSE,TRUE,FALSE
MNml77,NA,NA,15B,vnc,TRUE,FALSE,TRUE,FALSE
MNml76,NA,NA,15B,vnc,TRUE,FALSE,TRUE,FALSE
MNml85,NA,NA,15B,vnc,TRUE,FALSE,TRUE,FALSE
MNml78,NA,NA,15B,vnc,TRUE,FALSE,TRUE,FALSE
MNml79,NA,NA,15B,vnc,TRUE,FALSE,TRUE,FALSE
MNhl67,NA,NA,15B,vnc,TRUE,FALSE,TRUE,FALSE
MNml80,NA,NA,15B,vnc,TRUE,FALSE,TRUE,FALSE
MNml82,NA,NA,15B,vnc,TRUE,FALSE,TRUE,FALSE
ltm1-tibia MN,NA,NA,15B,vnc,TRUE,FALSE,TRUE,FALSE
MNml83,NA,NA,15B,vnc,TRUE,FALSE,TRUE,FALSE
AN_4_None,NA,NA,16B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_4_c964e2c2,NA,NA,16B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_176,NA,NA,16B,neck_connective,TRUE,FALSE,TRUE,FALSE
SA_DMT_ADMN_11,NA,NA,16B,neck_connective,TRUE,FALSE,TRUE,FALSE
SA_DMT_DMetaN_12,NA,NA,16B,neck_connective,TRUE,FALSE,TRUE,FALSE
SA_DMT_DMetaN_8,NA,NA,16B,neck_connective,TRUE,FALSE,TRUE,FALSE
SA_DMT_DMetaN_9,NA,NA,16B,neck_connective,TRUE,FALSE,TRUE,FALSE
IN16B024,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B032,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B029,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B036,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B030,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B053,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B033,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B040,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B042,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B039,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B086,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B045,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B018,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B052,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B054,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B085,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B074,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B082,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B108,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B097,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B098,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B105,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B110,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B118,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B119,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B041,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B101,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B120,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B096,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B022,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B075,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B076,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B077,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B083,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B094,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B115,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B114,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B102,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B122,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B121,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B124,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B091,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B057,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B061,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B067,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B088,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B073,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B125,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B090,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B113,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B095,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B049,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B038,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B080,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B064,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B123,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B016,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B037,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B020,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B055,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B034,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B070,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B056,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B058,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B060,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
AN16B078,NA,NA,16B,neck_connective,TRUE,FALSE,TRUE,FALSE
IN16B065,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B084,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B111,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
DVMn 1a-c,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B069,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
hg3 MN,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
MNhm42,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B062,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B079,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B092,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B089,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
FNM2,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B117,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B106,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B093,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
MNhm43,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
MNhm03,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
b1 MN,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
AN16B112,NA,NA,16B,neck_connective,TRUE,FALSE,TRUE,FALSE
IN16B068,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B100,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
AN16B116,NA,NA,16B,neck_connective,TRUE,FALSE,TRUE,FALSE
MNnm09,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
MNnm11,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
MNnm14,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
hg2 MN,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
i2 MN,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B066,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
MNnm08,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
MNnm13,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
MNnm03,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B087,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
hi2 MN,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B099,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
b3 MN,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
tp1 MN,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B050,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B046,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
MNnm10,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
tp2 MN,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
i1 MN,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B109,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B104,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B047,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B051,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
hg1 MN,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
b2 MN,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B059,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B107,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B103,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B072,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B071,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B063,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
hiii2 MN,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
AN16B081,NA,NA,16B,neck_connective,TRUE,FALSE,TRUE,FALSE
IN16B014,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
MNnm07,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
tpn MN,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
IN16B048,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
MNnm12,NA,NA,16B,vnc,TRUE,FALSE,TRUE,FALSE
AN_4_None,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_AVLP_21,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_AVLP_51,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_107,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_110,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_137,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_140,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_160,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_167,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_190,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_191,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_194,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_196,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_69,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_91,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_94,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_95,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_96,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_98,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_SAD_1,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_SAD_10,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_SAD_12,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_SAD_13,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_SAD_9,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_SAD_GNG_2,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_VES_GNG_5,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_multi_114,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_multi_118,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_multi_63,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_multi_90,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
IN17A001,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A025,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A017,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A007,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A052,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A058,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A041,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A061,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A044,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A079,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A065,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A022,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A019,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A016,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
AN17A002,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
IN17A105,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
AN17A008,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN17A024,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
IN17A085,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A098,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A033,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
dMS2,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A055,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A082,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A093,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
AN17A009,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
IN17A028,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A106,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A088,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
AN17A012,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
IN17A119,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A111,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A039,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
AN17A018,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN17A015,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
IN17A051,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A075,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
AN17A004,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
IN17A063,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A097,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
AN17A068,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
IN17A059,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A057,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A080,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A116,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A092,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A067,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
AN17A047,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN17A014,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
IN17A090,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A023,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A112,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A064,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A069,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A078,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A071,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A035,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A089,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A053,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A049,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A060,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A100,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A037,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A099,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
AN17A013,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
IN17A084,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A083,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A107,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A034,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A066,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A030,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A029,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A027,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A081,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A113,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A013,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A118,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
AN17A076,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
IN17A020,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A087,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A032,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A077,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A095,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
AN17A003,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
IN17A102,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A091,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A103,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
