cell_type,hemibrain_type,morphology_group,hemilineage,region,in_fafb,in_hemibrain,in_banc,in_l1
IN17A074,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A046,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A109,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A114,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A108,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A086,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A096,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
AN17A062,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN17A073,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
IN17A094,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
AN17A026,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
IN17A056,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A101,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A048,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A072,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
AN17A031,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
IN17A040,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A042,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A045,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A011,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A043,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A110,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A115,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
AN17A050,NA,NA,17A,neck_connective,TRUE,FALSE,TRUE,FALSE
IN17A120,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A117,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
IN17A104,NA,NA,17A,vnc,TRUE,FALSE,TRUE,FALSE
AN_AMMC_SAD_1,NA,NA,17B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_AVLP_43,NA,NA,17B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_AVLP_52,NA,NA,17B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_AVLP_53,NA,NA,17B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_AVLP_8,NA,NA,17B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_AVLP_9,NA,NA,17B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_AVLP_GNG_3,NA,NA,17B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_AVLP_SAD_2,NA,NA,17B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_AVLP_SAD_3,NA,NA,17B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_AVLP_SAD_5,NA,NA,17B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_AMMC_1,NA,NA,17B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_AMMC_2,NA,NA,17B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_AMMC_3,NA,NA,17B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_multi_109,NA,NA,17B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_multi_111,NA,NA,17B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_multi_30,NA,NA,17B,neck_connective,TRUE,FALSE,TRUE,FALSE
IN17B001,NA,NA,17B,vnc,TRUE,FALSE,TRUE,FALSE
AN17B008,NA,NA,17B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN17B005,NA,NA,17B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN17B013,NA,NA,17B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN17B002,NA,NA,17B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN17B007,NA,NA,17B,neck_connective,TRUE,FALSE,TRUE,FALSE
IN17B010,NA,NA,17B,vnc,TRUE,FALSE,TRUE,FALSE
AN17B012,NA,NA,17B,neck_connective,TRUE,FALSE,TRUE,FALSE
IN17B003,NA,NA,17B,vnc,TRUE,FALSE,TRUE,FALSE
IN17B004,NA,NA,17B,vnc,TRUE,FALSE,TRUE,FALSE
IN17B006,NA,NA,17B,vnc,TRUE,FALSE,TRUE,FALSE
AN17B011,NA,NA,17B,neck_connective,TRUE,FALSE,TRUE,FALSE
IN17B008,NA,NA,17B,vnc,TRUE,FALSE,TRUE,FALSE
IN17B015,NA,NA,17B,vnc,TRUE,FALSE,TRUE,FALSE
IN17B014,NA,NA,17B,vnc,TRUE,FALSE,TRUE,FALSE
AN17B016,NA,NA,17B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN17B009,NA,NA,17B,neck_connective,TRUE,FALSE,TRUE,FALSE
Tergotr. MN,NA,NA,17X,vnc,TRUE,FALSE,TRUE,FALSE
Sternotrochanter MN,NA,NA,17X,vnc,TRUE,FALSE,TRUE,FALSE
AN_4_None,NA,NA,18B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_161,NA,NA,18B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_55,NA,NA,18B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_7,NA,NA,18B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_77,NA,NA,18B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_78,NA,NA,18B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_IPS_2,NA,NA,18B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_SAD_16,NA,NA,18B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_SPS_IPS_4,NA,NA,18B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_multi_36,NA,NA,18B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_multi_37,NA,NA,18B,neck_connective,TRUE,FALSE,TRUE,FALSE
SA_DMT_DMetaN_12,NA,NA,18B,neck_connective,TRUE,FALSE,TRUE,FALSE
IN18B033,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B006,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B020,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
AN18B032,NA,NA,18B,neck_connective,TRUE,FALSE,TRUE,FALSE
IN18B008,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B029,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B021,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B054,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B027,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B051,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B017,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B043,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B050,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B052,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B016,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B047,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B048,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
AN18B023,NA,NA,18B,neck_connective,TRUE,FALSE,TRUE,FALSE
GFC2,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
AN18B020,NA,NA,18B,neck_connective,TRUE,FALSE,TRUE,FALSE
IN18B034,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
AN18B002,NA,NA,18B,neck_connective,TRUE,FALSE,TRUE,FALSE
IN18B015,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B036,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B046,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B056,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B031,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B037,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
AN18B025,NA,NA,18B,neck_connective,TRUE,FALSE,TRUE,FALSE
IN18B011,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B042,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
AN18B053,NA,NA,18B,neck_connective,TRUE,FALSE,TRUE,FALSE
IN18B038,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B012,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
GFC1,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B055,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
AN18B001,NA,NA,18B,neck_connective,TRUE,FALSE,TRUE,FALSE
IN18B044,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B045,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B013,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B028,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B049,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B035,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B005,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B032,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B018,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
AN18B004,NA,NA,18B,neck_connective,TRUE,FALSE,TRUE,FALSE
IN18B041,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
AN18B019,NA,NA,18B,neck_connective,TRUE,FALSE,TRUE,FALSE
PSI,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
AN18B022,NA,NA,18B,neck_connective,TRUE,FALSE,TRUE,FALSE
IN18B026,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B039,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B009,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B014,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
IN18B040,NA,NA,18B,vnc,TRUE,FALSE,TRUE,FALSE
AN18B003,NA,NA,18B,neck_connective,TRUE,FALSE,TRUE,FALSE
"DLMn a, b",NA,NA,18X,vnc,TRUE,FALSE,TRUE,FALSE
AN_3_None,NA,NA,19A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_4_None,NA,NA,19A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_52,NA,NA,19A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_54,NA,NA,19A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_76,NA,NA,19A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_SAD_24,NA,NA,19A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_multi_2,NA,NA,19A,neck_connective,TRUE,FALSE,TRUE,FALSE
NA,NA,NA,19A,neck_connective,TRUE,FALSE,TRUE,FALSE
IN19A001,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A007,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A002,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A020,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A021,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A016,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A022,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A033,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A031,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A055,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A059,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A046,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A030,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A044,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A011,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A037,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A108,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A060,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A074,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A093,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A073,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A100,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A096,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A084,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A091,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A110,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A106,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A117,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A064,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A138,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A139,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A114,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
NA,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A134,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A104,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A131,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A029,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A128,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A061,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
Tr extensor MN,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A058,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A125,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A065,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A112,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A088,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A102,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A140,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A133,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A082,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A132,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A122,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A124,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A141,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A081,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A123,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A005,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A115,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A120,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A089,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A119,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A004,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A079,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A068,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A048,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A101,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A113,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A054,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A127,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A130,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A135,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A129,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A116,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A095,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A099,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A045,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A070,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A015,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A027,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A008,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A076,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A063,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A090,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A041,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A032,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A051,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A062,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A086,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A071,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A067,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A098,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A107,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A121,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A103,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A013,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A092,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A072,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A085,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A094,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A052,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A137,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A083,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A069,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A024,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A043,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A019,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A003,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
AN19A019,NA,NA,19A,neck_connective,TRUE,FALSE,TRUE,FALSE
IN19A014,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A056,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A034,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A057,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A009,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A010,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
AN19A018,NA,NA,19A,neck_connective,TRUE,FALSE,TRUE,FALSE
IN19A109,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
AN19A038,NA,NA,19A,neck_connective,TRUE,FALSE,TRUE,FALSE
IN19A050,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A006,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A087,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A012,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A126,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A042,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A080,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A111,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A105,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A118,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A136,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A036,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A026,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A049,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A047,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A040,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A077,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A017,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A028,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A142,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
IN19A053,NA,NA,19A,vnc,TRUE,FALSE,TRUE,FALSE
AN_4_None,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_9_None,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_AVLP_3,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_AVLP_GNG_1,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_10,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_13,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_144,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_156,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_170,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_171,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_172,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_175,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_199,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_203,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_4,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_58,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_6,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_IPS_11,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_IPS_20,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_IPS_3,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_SAD_23,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_SAD_GNG_1,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_multi_105,hb706176085,NA,19B,neck_connective,TRUE,TRUE,TRUE,FALSE
AN_multi_108,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_multi_110,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_multi_14,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_multi_7,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_multi_9,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
SA_DMT_DMetaN,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
SA_DMT_DMetaN_12,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
SA_DMT_DMetaN_6,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
SA_DMT_DMetaN_8,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
NA,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
IN19B050,NA,NA,19B,vnc,TRUE,FALSE,TRUE,FALSE
IN19B068,NA,NA,19B,vnc,TRUE,FALSE,TRUE,FALSE
IN19B078,NA,NA,19B,vnc,TRUE,FALSE,TRUE,FALSE
IN19B003,NA,NA,19B,vnc,TRUE,FALSE,TRUE,FALSE
IN19B021,NA,NA,19B,vnc,TRUE,FALSE,TRUE,FALSE
AN19B102,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN19B098,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN19B060,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN19B079,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN19B099,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN19B063,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN19B039,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
IN19B056,NA,NA,19B,vnc,TRUE,FALSE,TRUE,FALSE
IN19B043,NA,NA,19B,vnc,TRUE,FALSE,TRUE,FALSE
IN19B073,NA,NA,19B,vnc,TRUE,FALSE,TRUE,FALSE
IN19B067,NA,NA,19B,vnc,TRUE,FALSE,TRUE,FALSE
IN19B077,NA,NA,19B,vnc,TRUE,FALSE,TRUE,FALSE
IN19B070,NA,NA,19B,vnc,TRUE,FALSE,TRUE,FALSE
IN19B088,NA,NA,19B,vnc,TRUE,FALSE,TRUE,FALSE
AN19B022,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN19B051,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN19B104,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN19B028,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
IN19B035,NA,NA,19B,vnc,TRUE,FALSE,TRUE,FALSE
IN19B080,NA,NA,19B,vnc,TRUE,FALSE,TRUE,FALSE
IN19B103,NA,NA,19B,vnc,TRUE,FALSE,TRUE,FALSE
AN19B046,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN19B074,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN19B076,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
IN19B083,NA,NA,19B,vnc,TRUE,FALSE,TRUE,FALSE
IN19B012,NA,NA,19B,vnc,TRUE,FALSE,TRUE,FALSE
IN19B086,NA,NA,19B,vnc,TRUE,FALSE,TRUE,FALSE
AN19B024,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN19B025,NA,NA,19B,neck_connective,TRUE,FALSE,TRUE,FALSE
